,rate
3461,4.4
41269,3.6
19482,3.8
41073,3.3
19491,3.9
37169,4.1
17949,3.5
18542,4.0
19287,4.0
31276,4.2
36790,4.1
4072,3.7
37935,3.9
4056,3.2
25309,3.7
26755,3.8
45305,3.2
29514,3.9
6652,4.2
50401,3.5
12966,3.4
19185,3.8
45142,3.5
40922,3.5
7749,3.9
28331,3.8
34827,4.2
15165,3.6
26240,3.1
26092,3.3
42074,3.7
46133,3.1
38601,3.5
9224,3.0
47487,4.3
3809,2.9
9214,4.2
48186,4.1
47437,3.8
22417,3.8
21761,3.8
8361,4.4
46429,3.9
37837,3.6
32460,4.0
16987,4.0
6603,4.4
30261,4.4
46956,3.2
44545,3.8
4529,3.9
46231,4.0
349,3.7
7987,3.8
15348,3.5
8360,4.2
47439,3.2
18562,4.1
21151,3.5
19011,3.7
31552,3.7
16949,4.5
49114,3.6
12381,4.4
10788,3.4
29819,2.6
6039,4.2
37068,3.6
19171,3.6
31184,3.7
11094,3.8
27102,4.2
42715,4.0
37718,4.2
46477,3.7
2466,3.9
27853,3.5
1395,4.3
12159,4.1
7287,3.0
45326,4.0
23321,3.5
7976,3.8
11689,3.8
15512,3.7
42246,4.0
8585,4.3
40999,3.3
46686,3.5
4042,3.7
37682,4.0
32701,3.0
25365,3.3
1953,3.8
33641,4.1
4410,3.5
17076,2.8
11057,4.3
27178,3.2
13890,3.3
48199,4.4
45553,4.4
20799,3.3
49935,3.7
47966,3.9
1530,3.7
37578,3.9
44151,3.7
30191,3.8
20389,3.6
50172,3.8
27582,3.9
46939,3.2
32794,3.4
45613,4.0
11746,3.9
23095,4.0
23915,3.8
6693,4.2
28623,3.7
605,3.8
33324,3.0
22847,2.9
40426,3.3
14111,2.9
49569,3.1
44059,3.9
22998,4.1
41702,3.1
21959,3.2
806,3.8
50819,2.8
36384,3.4
23928,4.1
21795,3.5
24618,2.8
7717,3.9
47693,3.6
30246,3.8
41964,3.1
27541,3.1
39480,3.9
49092,3.8
147,3.9
19332,4.4
3261,4.0
26504,4.4
7203,3.9
17323,3.3
716,3.6
6913,4.2
6104,4.5
34367,3.2
11020,3.2
9819,3.4
47267,4.2
9692,3.4
42267,3.9
41371,3.8
13242,4.3
42239,4.3
26129,4.2
48195,4.3
48696,4.1
44373,3.2
39495,3.6
26995,4.2
18076,4.0
1039,3.3
47471,4.4
16040,3.1
38393,3.0
36937,3.7
24182,3.7
45098,3.1
13354,3.9
46592,3.3
26872,4.5
39342,4.4
3571,3.9
29807,3.1
38716,3.9
35396,4.0
28368,3.7
16091,3.9
46563,4.0
22667,3.9
5341,3.7
9843,3.8
45439,3.1
22059,3.6
47958,3.1
22991,4.0
25052,3.7
32753,4.2
22431,3.7
43389,4.2
38947,2.7
38868,3.7
44663,2.9
20589,3.0
14913,3.8
15631,4.1
2243,4.3
49942,3.5
51077,4.1
30041,3.4
28536,4.4
44088,3.6
50271,4.6
17394,4.0
16423,3.1
30814,3.2
24716,4.0
29678,3.9
31080,4.4
12765,3.8
42187,4.0
13985,3.0
5383,4.1
48293,4.1
2403,2.7
50141,3.9
19780,3.6
30797,3.1
22239,4.4
41989,3.2
45172,3.9
6151,3.9
36608,3.8
21809,3.9
40709,3.4
33127,3.8
47113,3.4
41192,3.4
29876,3.5
43846,4.4
48642,4.0
16239,4.2
32212,4.4
10558,3.9
2309,3.7
40579,3.2
35080,4.1
47085,3.0
49169,4.2
11880,4.1
23237,3.8
44238,3.3
32203,4.0
46600,3.5
42693,2.2
51105,4.2
39485,4.2
32634,3.7
31901,3.3
46963,4.5
17604,3.8
32516,3.1
33898,3.3
6954,3.1
43379,3.9
34107,4.0
18708,4.4
36264,3.5
19573,3.9
12318,4.3
29756,3.6
4706,3.2
13709,3.1
38784,4.0
43991,3.2
44395,3.7
48344,3.7
7988,3.6
25182,4.1
9685,3.3
8982,3.9
42405,3.9
48673,3.7
48654,3.5
22027,3.7
48288,4.2
29374,3.7
4586,4.2
37607,4.5
6829,3.6
50785,3.8
50763,3.4
41596,3.4
51336,3.9
2276,4.0
9720,3.5
25137,3.2
10161,3.3
20183,3.8
14995,3.2
4629,2.8
19920,3.9
49282,3.8
50404,4.5
11181,3.9
21572,3.8
2543,3.9
38106,3.4
48653,3.6
22671,3.4
35353,3.1
15901,4.5
8984,3.8
49404,4.0
11678,4.0
18401,2.8
43434,2.8
17972,3.0
564,4.1
49861,3.9
34503,3.3
31829,3.1
12812,3.6
3959,3.5
11563,4.3
13987,3.3
35039,3.9
21051,4.3
29752,3.8
20137,4.0
5622,3.7
21535,3.3
42157,2.6
12870,4.4
19648,3.5
7022,4.0
42748,3.3
11378,3.8
47429,4.0
44509,3.2
23858,4.0
15810,4.2
24085,3.7
40113,4.1
16460,3.9
42188,4.0
49643,4.3
21391,2.5
25248,3.6
46162,4.1
27384,3.8
2419,3.7
36432,4.1
49014,3.2
1549,3.3
45800,4.4
48241,4.4
36485,4.3
13990,3.5
35588,4.1
11693,4.1
18652,4.3
31951,3.2
5118,3.8
29024,3.6
48363,2.9
13128,2.7
10816,3.6
34825,4.0
43498,3.7
42550,3.6
12081,4.1
3238,4.3
42335,3.7
26324,3.4
32997,3.7
26123,3.9
28407,4.5
36858,3.8
21046,4.2
43083,3.9
5492,4.0
25292,4.3
363,3.6
2778,3.3
3744,3.1
45031,3.8
46220,4.1
50273,4.0
35466,3.9
31124,4.4
25040,3.3
26515,4.1
3973,4.4
49869,3.8
7645,4.1
5417,3.8
13308,4.3
22147,3.4
49341,3.2
39434,3.9
10431,3.8
3749,4.1
23732,3.6
2593,3.9
42598,4.3
29673,3.0
4402,4.2
36307,3.5
33995,4.4
45815,4.4
50104,3.7
194,3.8
45565,3.9
20219,3.7
48522,3.6
34919,4.6
17114,3.7
25174,4.1
12670,4.1
47707,4.0
45507,3.3
49872,2.7
43533,4.1
28807,3.8
11475,3.9
19267,4.2
31329,3.9
26213,3.5
50980,3.3
35125,3.6
31838,3.4
2623,3.9
36230,3.6
14620,3.5
3093,3.6
39509,4.0
46454,3.8
43159,4.1
3859,3.2
14866,4.2
16622,3.4
46419,3.9
9563,3.8
24237,3.8
8126,2.1
20819,3.0
13995,3.7
41728,3.9
47283,3.3
27173,3.4
7090,4.1
15023,3.9
47325,3.2
19922,3.2
15606,4.0
26789,4.3
29505,3.1
23555,3.7
19626,4.6
38560,4.2
37168,3.6
9153,4.1
25501,3.9
9265,3.2
37932,3.8
21595,3.0
21423,3.8
37010,3.2
37591,4.3
8556,3.8
1844,4.0
28595,3.5
39138,4.1
205,3.5
15545,3.2
9894,3.7
18177,3.8
20383,4.1
38347,3.2
19269,4.1
8679,3.7
15662,3.4
815,3.3
51187,3.7
14168,3.0
17369,4.3
8494,3.4
45328,3.4
42048,4.0
5014,3.7
9255,3.2
8995,3.7
27630,3.8
15912,3.9
29979,3.7
31397,3.8
21701,3.1
24164,3.8
17971,3.9
40650,3.7
19682,3.8
49539,3.7
31954,3.7
4831,3.7
39454,4.3
15399,4.1
40151,3.1
27481,3.6
26918,3.6
39450,3.4
28264,2.9
44197,3.5
42696,3.9
4612,3.9
50959,3.9
32514,3.7
24877,3.5
19581,3.4
28946,3.9
26488,4.7
18771,3.6
24471,3.3
36373,3.6
50410,3.3
12823,3.8
16542,3.1
11013,4.1
37185,3.3
30688,3.6
50195,3.6
21427,3.6
33879,3.9
28321,4.4
36904,3.3
22360,3.5
36371,2.8
41231,3.7
16855,4.2
18195,4.1
45780,3.2
40797,3.3
13921,3.2
2302,3.7
12293,3.2
16066,3.7
42662,4.1
22593,3.7
38079,3.5
5338,4.0
25260,3.8
3537,3.8
18281,3.3
39680,3.9
6885,2.9
36475,3.8
11365,2.9
38152,3.6
39335,4.5
49155,3.6
47373,4.4
32953,3.7
43500,3.4
8529,3.8
42892,2.7
43096,4.2
38875,3.3
13328,4.1
48126,3.6
45549,4.6
12572,4.6
17997,4.0
27275,3.8
42965,3.0
10128,3.3
32302,3.7
17470,3.3
47094,4.1
5728,3.2
30632,3.6
39008,3.1
19722,3.8
51360,3.8
19075,3.1
31199,3.3
26554,4.4
19064,4.1
24604,3.9
38748,4.2
46315,3.4
42152,2.9
36701,4.5
19100,3.1
33169,3.8
44083,4.1
10973,4.1
5063,4.2
24810,3.2
41846,3.5
26046,3.9
13653,3.8
30443,3.7
49258,3.7
30692,3.5
30360,3.6
32763,2.9
12544,3.7
35480,3.5
4059,3.5
30138,4.1
165,4.1
13137,3.6
33561,3.3
17636,3.8
23163,4.1
3559,3.8
6934,3.7
7984,3.2
14765,4.2
40285,4.1
6047,4.3
32508,4.0
33138,3.6
13517,4.0
46124,3.9
25702,3.9
21420,3.8
30511,3.8
13996,3.2
18891,3.7
26670,4.1
4853,4.3
25982,3.2
569,4.2
10812,3.3
18815,3.7
32015,4.0
22321,3.9
445,2.8
17151,4.1
3894,3.4
46223,4.0
17046,2.8
8470,3.6
34397,3.5
47183,4.1
21549,2.9
32765,3.8
46930,3.5
34976,4.0
1180,3.5
39757,3.8
49179,3.8
4877,3.0
40969,3.6
23949,4.0
7997,3.4
34735,4.2
32513,4.2
29636,3.9
18564,3.5
10178,3.4
10306,4.2
38310,4.0
21871,4.4
24878,3.6
15219,4.2
49214,4.1
44971,3.9
12139,2.9
47150,3.5
25934,3.6
39687,3.8
5299,3.4
38808,3.9
11928,4.3
43504,3.2
5618,3.0
21950,3.8
15279,3.5
39703,3.2
18228,3.7
6606,4.5
32787,3.5
34759,4.4
5966,4.0
2685,4.1
30090,3.7
7972,3.6
16790,3.9
11438,3.1
24629,3.2
13092,3.8
50105,4.4
30574,3.8
1907,4.3
28639,3.3
3312,3.7
10893,4.5
6998,3.2
1318,3.7
48450,2.7
21855,3.7
13592,2.6
19382,4.2
50948,4.0
17705,4.1
42713,3.7
44551,3.4
8520,3.9
40660,3.2
37689,3.9
3590,3.3
9902,4.2
36424,4.4
21284,4.3
15976,4.0
43711,3.2
35077,3.6
4734,3.2
11644,3.8
48810,4.1
43344,4.3
31679,4.1
37586,3.0
1719,3.8
44087,3.1
10129,2.7
21408,3.7
39700,4.1
47803,4.3
2609,3.7
29090,3.5
46003,3.3
10071,3.3
21335,4.1
40211,4.2
22867,3.3
9068,3.5
23519,3.5
30831,3.9
39193,3.7
16008,4.0
1967,3.7
28121,3.4
26625,2.6
45569,4.1
23386,3.2
44378,4.2
15958,3.3
37574,3.8
17473,4.0
12671,4.3
22659,3.2
41926,3.4
5481,3.2
34177,3.2
50728,3.1
15806,4.3
44086,4.0
31834,3.8
6049,4.3
47216,3.8
7691,3.3
10187,3.4
19756,3.8
29814,3.8
29964,4.1
47322,3.2
39350,4.0
3583,2.8
13628,3.7
28398,4.4
3981,4.2
44165,2.8
8728,4.3
4894,3.5
28745,3.8
46819,3.8
31166,3.3
46734,4.5
39660,4.1
41804,3.5
9247,3.5
3249,3.9
45874,4.0
18986,4.0
16205,4.1
21204,3.9
42516,3.3
25180,3.7
7408,3.1
18626,3.7
51470,3.3
15989,3.1
19988,2.9
12656,4.2
38025,3.8
35984,4.2
3,3.7
4944,4.9
33010,3.6
2663,4.1
34923,4.2
42430,4.0
1062,3.9
34601,3.2
38473,4.0
38098,4.1
8067,3.7
24163,3.3
45043,3.1
38704,4.3
37513,3.4
32434,4.1
31455,4.2
39833,3.7
23969,3.7
32762,3.6
43290,4.4
37546,3.5
47308,3.8
26800,4.3
21367,3.7
12231,4.0
36243,3.6
47724,4.4
4270,3.7
34157,3.5
12448,3.4
13882,3.1
36517,3.8
28491,4.1
21077,4.1
19972,4.2
38746,3.9
8622,3.6
18856,4.3
40475,2.9
43256,4.4
26842,4.4
12445,3.5
17817,3.4
39850,2.9
19624,3.7
7685,3.2
19666,3.5
17620,3.9
50799,3.7
34907,3.5
16828,4.0
38199,3.7
29871,4.3
5324,3.5
44025,3.8
28732,3.9
2354,3.3
37830,3.7
9714,2.9
29339,4.0
50943,4.1
3796,4.3
46107,4.5
43608,3.2
13428,3.8
316,4.0
17982,3.9
33731,3.8
28490,3.9
20302,4.0
6707,4.3
49784,3.6
50137,4.4
18739,4.3
44574,3.3
43756,3.9
8451,3.8
5451,3.3
40870,3.0
48155,3.6
25413,4.0
11497,4.7
14113,3.0
3838,2.9
50384,3.6
33787,3.6
41752,3.2
27592,3.7
44169,3.7
8994,3.6
42591,3.7
46166,4.0
30419,3.2
38961,3.2
4855,3.6
27133,3.8
28820,3.2
10768,3.3
3266,3.4
21907,4.0
48805,3.9
40820,3.6
9468,3.9
28007,4.0
22196,3.5
40626,2.8
11361,3.9
5348,4.3
12749,2.9
30213,3.7
43429,3.6
16027,3.2
39542,3.3
8425,4.5
44154,4.7
8224,3.1
5501,2.8
14332,3.3
8981,3.6
24159,3.9
6715,3.9
17001,3.7
51288,3.4
30054,3.4
29834,3.8
17779,4.2
43247,4.4
46899,3.6
25224,4.4
39581,3.3
3248,3.6
34815,3.6
34353,3.4
35321,3.8
40652,3.9
34726,4.4
40257,4.3
48630,3.9
23534,3.7
13098,4.0
1106,3.2
48958,4.6
6264,3.9
32849,4.3
28181,4.2
17749,3.1
18330,3.3
29396,3.9
51112,2.7
25563,3.4
23391,3.2
50500,3.9
7145,3.7
14978,3.9
18311,3.8
16571,3.9
9659,3.1
46830,3.6
29950,4.0
5432,3.4
27556,4.1
50097,4.2
18649,4.4
12526,4.3
44457,4.3
20459,4.1
51342,3.8
17195,3.8
26285,3.8
44860,3.3
3566,3.9
39372,3.9
41622,3.6
45999,2.9
8753,3.7
14645,3.8
23884,3.8
43075,4.2
29022,3.3
32182,4.0
32283,4.0
8879,3.4
24381,3.5
27107,3.4
35884,3.8
50597,4.7
6770,3.6
2347,3.3
48821,4.2
6181,3.9
46991,3.8
44205,3.4
19831,3.7
24307,3.8
31649,3.3
10081,3.8
28393,4.2
24768,4.0
20009,3.9
5215,4.0
6874,3.0
7422,2.6
23213,3.7
46572,3.8
3914,4.3
7044,2.9
10986,3.9
19903,4.4
38653,4.5
22013,3.4
32172,4.4
27905,3.6
39658,4.3
49023,3.6
9282,3.4
32782,3.6
45531,3.4
11886,4.3
7716,3.5
15657,3.8
15599,4.0
49662,2.7
48296,3.9
23091,4.1
32066,4.2
17832,4.3
4496,3.8
32136,3.4
47249,2.8
34363,2.9
10264,4.2
32638,3.6
42013,3.2
14351,3.6
42228,3.6
17171,3.9
13081,3.7
21934,3.4
22391,3.7
33014,3.6
7621,4.1
31261,3.7
35303,4.0
9893,3.6
48116,4.0
15373,3.5
23087,4.4
48957,3.9
17600,2.9
47385,4.3
15761,4.0
29921,3.8
19159,3.9
4479,3.8
27002,4.0
44044,3.9
31187,4.0
42360,3.9
11511,4.3
27284,3.7
49032,4.1
31203,3.4
46786,3.3
31375,2.5
49577,3.6
27970,3.6
6753,4.1
5591,4.3
22807,3.4
9258,3.8
12627,4.4
6190,3.9
15076,3.9
19653,4.2
15230,3.6
39128,3.9
8506,3.9
45732,3.1
26957,4.0
17737,4.0
37529,3.4
20498,3.8
34377,3.4
6340,4.1
24345,3.6
16893,3.9
40078,3.7
27100,3.5
25528,2.9
36397,4.2
8255,3.6
9351,3.7
6135,4.6
31357,3.4
40684,4.1
30800,3.8
50259,3.9
25442,3.8
34843,2.7
27056,3.7
15845,3.9
20419,3.7
35273,4.2
24008,3.8
1020,3.6
16543,3.8
10413,3.7
27386,2.9
9097,3.7
38305,3.3
38450,4.2
24556,3.5
42488,4.1
9886,4.0
20097,3.1
3634,3.0
48007,3.9
22895,3.1
27775,3.6
1330,3.3
13581,2.5
30036,4.0
32482,3.6
22075,3.1
23477,4.0
48815,2.6
23860,4.5
24599,3.6
28596,3.5
27207,3.7
16565,3.4
33141,3.5
2170,3.6
48850,3.9
27392,3.2
20046,4.1
19450,4.1
49757,3.5
9007,3.1
49852,3.6
37545,4.2
33323,3.4
21034,4.3
13742,3.1
47211,3.7
6449,3.4
429,3.8
15100,3.8
23312,3.9
49730,3.4
30818,3.8
19848,4.2
47770,4.3
17080,3.5
8298,3.5
45794,4.7
19547,3.8
486,3.8
49670,3.7
28159,4.1
42262,3.6
28934,3.8
43847,4.4
7633,3.6
47336,4.0
38844,2.8
33056,3.7
38481,3.7
32455,3.9
33002,3.9
37269,3.8
38164,3.0
46188,3.7
21819,3.5
13470,3.6
20155,3.6
45559,4.1
49824,3.1
44673,3.4
9503,4.1
17725,4.4
3763,4.4
15137,3.5
50246,3.9
5173,3.6
19375,4.0
38166,4.2
42223,4.1
47888,3.8
28892,3.3
36291,3.3
29562,3.9
25271,3.1
24207,4.3
49739,3.9
40027,3.3
16759,3.3
32130,3.5
27448,3.7
46082,4.1
314,4.0
14274,4.0
9777,4.1
42784,3.4
1207,3.1
38133,3.1
41378,3.7
38089,3.8
51096,3.9
1851,3.6
37941,3.8
43137,3.0
38014,4.0
47738,3.7
38639,4.2
10309,4.0
25813,3.2
32033,3.0
12182,3.8
38719,4.1
10230,3.7
15511,4.0
13209,4.4
7400,3.9
11202,3.7
7016,2.8
21614,3.1
18676,4.4
3479,4.2
27250,3.6
15684,3.6
6117,4.2
4863,3.5
33981,3.7
50254,3.0
33870,3.7
43941,3.9
34098,4.1
33531,3.0
48008,3.7
7936,3.6
18019,3.2
45144,3.2
44733,4.2
43033,4.2
3011,3.7
8933,3.9
12585,4.4
48082,3.2
16508,2.3
36829,3.6
13957,3.6
5465,4.1
22809,3.1
17827,3.2
24776,4.1
21621,3.5
40766,3.0
12461,4.1
12602,4.3
36851,3.7
17322,3.6
3946,4.0
49435,3.2
15954,3.1
37582,3.8
43718,4.3
32761,3.8
7547,4.0
31218,3.1
18706,4.2
13006,3.2
18102,4.0
2015,3.1
30550,3.3
24853,3.7
46043,3.6
20044,3.8
914,2.6
37894,3.9
27110,3.5
19929,4.1
5745,3.4
3279,3.7
8045,3.6
33041,3.9
4462,3.4
29280,4.7
35414,3.8
23756,3.8
25545,3.3
46307,4.0
36930,4.3
26795,2.8
18257,3.3
1222,4.0
32946,4.0
10604,4.1
37200,3.8
37960,4.1
13241,4.4
15441,3.8
16045,3.3
50544,3.5
11794,4.3
40942,4.0
42975,3.6
45044,4.0
2021,2.9
33859,3.7
33694,4.4
41376,3.8
26924,3.7
822,3.8
40058,3.1
8600,3.9
47426,3.6
9046,2.6
1459,2.6
40497,4.3
43409,3.4
43237,3.3
29774,3.6
50065,4.0
26171,4.0
49891,4.0
12086,3.4
1433,3.8
45889,3.7
7375,3.8
5805,3.8
29944,4.1
12852,3.2
8015,3.7
36461,3.9
27835,4.5
27500,3.9
38231,3.8
49201,3.7
7225,3.2
44179,3.7
43535,3.9
49767,3.6
24862,3.6
41726,4.0
25733,3.8
1930,3.6
17518,3.7
45202,3.7
50504,3.3
10498,4.0
20554,2.7
38405,3.4
48995,3.8
40993,2.7
33162,3.2
48886,3.4
13318,4.3
484,4.1
20960,4.1
33966,4.3
44791,3.4
36047,3.9
17742,3.3
33883,3.8
461,4.0
6164,4.3
16560,3.8
21996,3.7
27254,3.3
46865,3.3
25393,3.8
21740,4.2
18884,3.9
18742,3.9
26368,3.2
22433,3.7
43349,3.8
51422,3.8
34172,3.6
44494,3.3
21223,3.6
35153,3.0
49083,3.5
47475,3.8
17359,3.3
32803,3.6
24350,3.7
51238,3.7
1507,3.3
28684,4.1
21518,3.6
37181,4.0
15226,3.8
28528,3.9
46832,3.5
13483,2.7
6935,3.5
41316,4.0
13503,3.5
26714,4.2
23835,4.1
43920,4.4
31156,4.3
32478,4.1
21198,4.3
26950,3.6
9980,4.3
4981,4.4
34863,3.6
48208,4.4
17699,4.0
36765,4.1
9635,3.3
50235,3.4
20209,4.1
3595,3.4
28471,4.2
48748,3.9
29385,4.1
24319,3.5
47691,3.1
36383,3.0
38538,3.2
47981,3.9
13940,3.0
8294,3.9
14001,3.8
31275,3.9
14648,3.5
44950,4.7
20736,3.4
26547,3.2
5504,3.5
5217,3.7
1840,3.8
49924,3.5
24623,4.3
46390,3.2
17915,4.0
2516,4.6
35291,3.5
51078,4.3
48099,4.6
39882,3.7
9110,4.0
22730,3.0
39166,3.8
51410,3.4
40149,3.9
28744,3.6
14871,3.0
11969,3.7
30815,4.0
41451,3.8
46196,4.1
16249,3.6
21488,3.2
49596,4.1
3724,3.0
19695,3.3
18493,4.2
42594,4.1
12897,3.6
41816,3.4
26141,4.2
45357,3.5
50217,4.0
51509,3.5
11090,3.4
50162,4.0
17495,4.5
3003,4.0
49719,3.6
25437,3.6
35116,3.8
34716,3.5
9218,4.4
35,3.9
22654,3.1
19534,4.2
41033,4.3
355,3.5
49825,3.6
45920,3.7
19029,3.4
48284,3.7
51541,3.4
37287,3.5
28403,4.9
2502,3.7
30865,3.2
22493,3.4
31539,2.6
41156,3.5
19876,3.8
45756,3.4
5213,4.4
41528,4.5
38077,4.4
12134,4.2
23839,3.9
45093,4.1
29135,3.7
39210,3.4
2285,2.9
42441,4.2
30852,2.8
5288,3.2
8145,3.1
43544,3.7
21898,2.6
43956,3.8
28570,3.7
44969,4.4
5991,3.0
3625,3.8
8302,3.8
16322,3.4
49644,4.4
43099,3.9
26561,4.4
7721,2.8
27569,4.0
23970,4.3
5164,3.2
8502,2.7
9305,3.2
13210,4.4
46983,4.1
41138,3.6
27591,3.4
10502,3.7
41563,4.1
23520,3.1
40114,4.0
38812,3.4
21863,3.7
45564,4.3
9589,3.1
22797,3.6
9716,3.1
2129,3.1
39922,3.8
9271,3.1
46505,3.4
17865,4.2
35805,4.4
48166,4.4
4433,3.4
24740,3.6
27383,3.9
44709,4.0
46243,3.9
17912,4.2
32214,4.3
36395,4.2
40846,3.5
34436,4.4
30318,3.6
24788,3.6
2806,3.6
11006,3.9
50023,2.8
25471,3.3
6387,3.5
27029,3.9
35356,3.9
40081,3.6
30919,4.3
22020,3.9
15811,3.8
19667,3.4
9208,4.2
12185,3.0
43273,4.3
31304,3.9
28330,4.2
50085,4.5
22426,4.6
21450,3.7
39323,4.4
13400,3.7
47025,3.8
46164,4.2
23726,3.5
36651,2.8
42003,3.4
31078,4.3
27599,3.4
41283,3.4
43681,3.0
18095,3.7
44120,3.6
42373,4.2
15971,4.0
14228,3.1
51370,2.7
29455,3.7
34208,4.3
11222,3.6
42710,4.3
45689,3.3
3783,3.9
20977,3.9
18159,4.0
38840,3.0
15350,3.9
37000,3.9
26272,3.9
42143,4.4
40997,3.7
48826,3.7
42183,4.0
46986,3.8
9932,3.7
22154,3.8
15758,4.2
7632,4.1
13462,3.4
41137,3.6
43,3.9
26224,3.6
26952,3.9
43234,3.1
44806,3.9
26560,4.2
37918,3.5
14856,3.7
12411,3.7
26709,3.9
46866,3.2
45061,3.9
34748,4.0
8465,3.9
35176,3.7
492,3.2
33855,2.9
16552,3.5
36092,3.8
30723,3.3
51681,4.3
47165,3.9
17923,3.5
26879,4.1
32595,4.1
2311,3.1
50070,3.9
34442,3.7
32414,3.7
28286,3.6
15427,3.5
34756,3.5
8081,3.2
32566,3.7
38257,4.3
10447,4.4
16296,4.0
19395,4.7
42170,3.0
26633,3.6
13843,3.3
32334,4.2
24715,2.8
2830,3.0
12874,3.7
20797,3.1
40286,4.1
9368,3.8
11614,4.5
19697,4.2
45640,3.8
47850,3.4
50362,4.4
48529,3.2
39886,3.8
17396,3.5
21036,4.1
18079,3.3
43542,4.2
19253,2.7
21116,3.9
40791,3.3
32628,4.2
40343,4.2
48898,3.3
9381,3.2
49859,2.9
13459,4.0
48091,3.5
9086,4.1
33937,4.4
30114,3.8
38774,3.8
19732,3.8
15778,3.6
41661,2.9
9172,3.4
6542,3.7
12040,3.3
32791,4.4
29038,3.8
40928,4.6
24232,3.9
27413,3.1
29912,3.9
22243,4.0
43306,4.3
20396,3.9
51198,3.9
8110,3.5
35082,4.9
41473,3.2
48980,3.6
23521,3.2
10703,3.5
16511,3.5
12248,3.1
49287,3.4
21040,4.1
34770,4.1
50845,3.8
6551,4.0
40221,2.7
44036,3.1
30363,3.2
38366,3.2
6622,4.3
45319,3.9
2643,3.1
1416,2.9
20140,4.1
5967,4.2
21286,4.3
48130,4.0
39909,4.2
688,4.0
34524,2.5
31370,3.8
30365,3.3
51137,3.6
26679,3.9
41897,3.2
16651,2.9
2845,3.5
15654,3.8
16810,4.4
29048,3.7
177,4.1
3048,3.1
29859,3.6
8893,4.2
6937,3.2
23057,4.3
17582,4.2
48605,3.6
24286,4.0
29904,3.9
46630,4.8
23930,3.7
45767,3.3
22097,3.6
50131,3.0
20894,3.7
40379,3.4
11268,3.5
23679,4.0
41123,3.6
40803,3.6
27402,3.9
10540,3.3
30105,3.9
14408,3.3
17295,3.3
36336,2.9
38258,4.4
20912,2.9
33635,4.4
2531,2.9
32707,3.1
46643,3.4
17637,3.8
3898,4.1
38634,4.2
14241,3.1
40754,3.0
34488,3.6
41532,4.4
655,3.3
2075,3.3
26676,4.0
27067,3.8
34240,3.5
32393,3.9
27303,4.5
17456,3.4
8382,2.6
21218,3.8
8401,3.9
45840,4.0
35168,4.2
40811,3.4
16838,4.0
45029,3.5
1365,4.0
37187,3.8
33461,3.4
10957,4.0
34909,3.7
27538,3.6
35226,3.9
22137,3.7
30219,3.6
3063,3.1
35821,3.8
7208,3.3
13634,2.7
39489,3.5
32243,3.9
11789,3.8
30070,3.0
33570,3.8
5958,4.0
44012,3.0
45787,3.1
39007,3.4
44111,3.4
46815,3.3
47978,4.0
23297,3.7
15134,3.4
34116,3.7
48466,3.9
26648,4.0
25503,3.3
29242,4.1
33642,3.5
10861,4.7
6221,3.4
39152,4.0
2482,3.8
47944,3.6
21412,3.6
50154,3.8
22080,3.6
35803,3.8
33240,3.5
4858,3.4
2121,2.4
9922,4.3
6642,3.7
6616,4.3
49401,4.2
7201,3.6
7664,2.6
12570,4.4
22401,3.1
30532,3.6
5254,3.9
46457,3.3
8924,3.6
41135,3.7
32244,3.8
51716,3.4
12391,4.0
50468,3.4
30006,3.7
32405,3.7
3800,3.9
7572,3.6
34470,3.8
39428,4.0
8301,4.1
11174,3.6
46724,3.8
37677,4.0
40692,4.5
39942,3.9
41644,3.4
48778,4.1
51126,3.7
25445,3.1
11757,3.6
34066,4.2
506,3.8
48156,2.9
5559,3.1
8259,3.5
32350,4.0
7149,3.6
12113,3.5
46242,4.0
5621,3.9
39798,2.6
12449,3.5
23499,3.7
30608,4.0
24668,4.3
5218,3.7
37857,4.2
27915,3.6
20319,4.1
30103,4.0
22534,4.0
496,3.7
12712,3.9
49148,3.7
43475,3.0
21318,3.8
9130,2.9
30900,4.0
9291,4.1
26705,3.9
34210,3.9
23343,3.8
41176,3.1
42474,2.7
23169,4.2
39143,4.1
11279,3.9
26743,4.1
6766,3.5
25841,3.3
42345,3.9
21211,3.8
43577,3.6
29368,3.5
13721,3.7
49728,4.3
26833,3.9
13345,3.6
6719,3.1
38516,3.7
51309,3.5
25411,4.1
49146,3.8
16410,3.7
12180,3.7
3177,3.9
18098,4.2
7376,3.9
11011,3.9
1911,4.1
20631,4.1
6200,3.9
29442,3.8
51514,3.0
20970,3.4
24442,3.0
43729,3.9
51284,3.4
20872,4.4
12019,3.6
38455,4.4
10273,4.1
21495,3.6
28193,3.9
10617,3.8
8491,2.5
29854,4.1
13825,3.2
16015,3.9
2590,4.2
32902,3.8
8572,3.7
1345,3.9
6737,3.3
39741,3.9
12409,3.9
15320,4.3
35132,4.3
19707,4.0
38591,4.3
39508,3.5
16360,3.3
45714,3.2
51618,3.7
45589,3.5
21376,3.7
39524,4.0
1018,4.0
16897,4.0
12960,3.7
36675,4.5
42131,3.7
27440,3.5
3779,3.8
18835,3.8
22152,4.0
18207,3.7
50386,4.1
6098,4.1
36673,4.2
33998,4.3
21735,3.8
8237,2.6
49908,3.9
9091,3.7
26053,3.6
41670,3.6
19041,3.6
48110,4.1
1034,3.6
10706,3.3
17694,3.4
15608,4.1
